id,surface,context_state,source_file,current_text,dynamic,risk_level,notes
STR-381,Chat,context truncation,src/personal_world/chat.py:188,[…context truncated at <limit> chars…],yes,P2,"Useful technical provenance; expose to the model and optional details, not as default chat prose."
STR-382,Chat,provider failure,src/personal_world/chat.py:110,chat provider failed: <exception>,yes,P1,Raw exception text can leak implementation detail and gives no recovery step.
STR-383,Settings,stored preference intro,design/opendesign-exploration/station/real-data.js:699,"These are your real stored preferences, read from the server. The controls above still write to this device only...",yes,P1,"Exposes two unsynchronized settings systems; behavior problem, not a copy-only fix."
STR-384,Settings,preference table caption,design/opendesign-exploration/station/real-data.js:703,Station control → server preference (API-030),yes,P2,Developer mapping belongs in technical details.
STR-385,Settings,clear confirmation,design/opendesign-exploration/station/settings.html:408,Clear <journal entries / interests / chat log / planet positions / everything>? This cannot be undone.,yes,P1,"Does not identify browser-local scope, exact consequence, or what server data remains."
STR-386,Settings,clear result,design/opendesign-exploration/station/settings.html:427,✓ Cleared,yes,P1,Does not say what was cleared or that server data was untouched.
STR-387,Backup,network failure,design/opendesign-exploration/station/backup-ui.js:137,Could not reach the app server. Nothing was saved.,yes,P2,"For restore, 'nothing was changed' is more accurate than 'nothing was saved'."
STR-388,Backup,feature unavailable,design/opendesign-exploration/station/backup-ui.js:139,Backup/restore is not available in this build... Use the CLI instead: personal-world worlds backup <file>,yes,P2,Default is sysadmin-first; explain availability first and put CLI under technical details.
STR-389,Backup,auth failure,design/opendesign-exploration/station/backup-ui.js:145,"Refused: this action needs step-up authentication — sign in again, then retry.",yes,P1,"Blunt internal vocabulary and incorrect recovery for OIDC-only sessions, where signing in again cannot mint step-up."
STR-390,Backup,missing backup passphrase,design/opendesign-exploration/station/backup-ui.js:180,"Enter a passphrase first. It encrypts the archive and is never stored — if you lose it, the backup cannot be opened.",yes,P3,Clear consequence and recovery limitation.
STR-391,Backup,working,design/opendesign-exploration/station/backup-ui.js:186,Working: collecting the restore boundary and encrypting it. This may take a few seconds.,yes,P2,'Restore boundary' is internal language; say what categories are being included.
STR-392,Backup,success,design/opendesign-exploration/station/backup-ui.js:195,"Backup created — encrypted with your passphrase. <Vault inclusion>. The download link below works once, then expires.",yes,P3,Clear result and important one-time-link consequence.
STR-393,Backup,storage advice,design/opendesign-exploration/station/backup-ui.js:206,"Copy it somewhere safe OFF this machine, and remember the passphrase.",yes,P2,Avoid all-caps urgency; 'Save it on another device' is more concrete.
STR-394,Restore,working,design/opendesign-exploration/station/backup-ui.js:253,Working: the archive is authenticated BEFORE anything is written. A wrong passphrase changes nothing.,yes,P2,Good safety fact; simplify and avoid all caps.
STR-395,Restore,overwrite option,design/opendesign-exploration/station/backup-ui.js:306,Overwrite files that already exist here,yes,P1,Dangerous scope is file-oriented and opaque; needs preview/exact categories plus a destructive confirmation.
STR-396,Restore,action,design/opendesign-exploration/station/backup-ui.js:239,Restore from archive…,yes,P1,Button does not change when overwrite is selected and does not name the consequence.
STR-397,Restore,result,design/opendesign-exploration/station/backup-ui.js:277,"Restore finished: <restored> restored, <skipped> skipped, <refused> refused.",yes,P3,Good result pattern; follow with a next step when refused items exist.
STR-398,Login,empty access code,src/personal_world/static/login/index.html:178,Enter your access code to continue.,yes,P3,Clear recovery.
STR-399,Login,wrong access code,src/personal_world/static/login/index.html:197,That code did not match. Check it and try again.,yes,P3,Non-blaming and actionable.
STR-400,Login,auth not configured,src/personal_world/static/login/index.html:199,Sign-in is not set up on this instance yet.,yes,P2,Add who can fix it and keep local fallback visible if available.
STR-401,Login,generic sign-in failure,src/personal_world/static/login/index.html:201,The server could not sign you in right now. Try again in a moment.,yes,P2,Reasonable fallback; include access-code fallback when SSO failed.
STR-402,Login,OIDC exchange failed,src/personal_world/static/login/index.html:166,Your provider could not complete the sign-in. Try again.,yes,P2,Use 'sign-in provider' and offer the access-code fallback.
STR-403,Login,OIDC identity unmapped,src/personal_world/static/login/index.html:167,That account is not linked to this world yet.,yes,P2,Add operator next step without revealing account details.
STR-404,Login,OIDC state mismatch,src/personal_world/static/login/index.html:168,The sign-in took too long or was interrupted. Try again.,yes,P3,"Good plain-language mapping, though mismatch has more possible causes."
STR-405,Login,unmapped OIDC code,src/personal_world/static/login/index.html:171,Sign-in did not complete. Try again.,yes,P1,Most security failures collapse to a generic message with no useful recovery or fallback guidance.
STR-406,Auth API,step-up missing session,src/personal_world/auth_routes.py:393,no session,yes,P2,Raw API phrase can surface; map to 'Your sign-in expired. Sign in again.'
STR-407,Auth API,step-up invalid,src/personal_world/auth_routes.py:408,step-up credential invalid,yes,P1,Internal security phrase; say the access code did not match and no action was taken.
STR-408,Auth API,write blocked,src/personal_world/api.py:202,write requires step-up auth,yes,P1,Internal vocabulary; map to the requested action and confirmation step.
STR-409,OIDC,attempt missing/invalid/expired,src/personal_world/oidc.py:654,<No sign-in attempt / integrity check failed / attempt expired>; start again from the login page,yes,P3,Backend detail is actionable but login maps only a subset of these codes.
STR-410,OIDC,provider denied,src/personal_world/auth_routes.py:250,the identity provider refused the sign-in: <provider code>,yes,P2,Use plain provider wording by default; keep the provider code in details.
STR-411,OIDC,verification dependency missing,src/personal_world/oidc.py:880,verifying <algorithm> needs the cryptography package... Install with: uv sync --extra crypto,yes,P2,"Correct operator detail, but default UI should say secure verification is unavailable and local sign-in still works."
STR-412,OIDC,token validation failures,src/personal_world/oidc.py:891,<encrypted/malformed/expired/not-yet-valid/bad issuer/bad audience/bad nonce/bad signature token>,yes,P1,Security failures need distinct human summaries and operator-only technical detail; most currently collapse to generic login copy.
STR-413,Setup,prepare failure,src/personal_world/static/setup/wizard.js:83,"The app could not finish preparing itself. Press Retry; if it keeps failing, check that the server's data folder is writable, then reload this page.",yes,P2,Good what/next structure; 'data folder is writable' is appropriate only after a human-first summary.
STR-414,Setup,network failure,src/personal_world/static/setup/wizard.js:90,"This page could not talk to the server (network problem or the server restarted). Press Retry, or reload the page.",yes,P3,Clear cause range and recovery.
STR-415,Setup,OIDC testing,src/personal_world/static/setup/wizard.js:141,Testing… contacting the sign-in server.,yes,P3,Clear status.
STR-416,Setup,OIDC success,src/personal_world/setup_wizard.py:266,Success: that address is an OpenID Connect sign-in service and this server can talk to it.,yes,P2,Say useful result first; keep 'OpenID Connect' as secondary detail.
STR-417,Setup,SSO secret missing,src/personal_world/setup_wizard.py:312,The environment variable <name> is not set... SSO sign-in will not complete until it holds your client secret...,yes,P2,Technically precise; needs a first sentence saying SSO is saved but not ready.
STR-418,Setup,SSO restart note,src/personal_world/setup_wizard.py:340,SSO details saved. Sign-in through your SSO server becomes available after the app next restarts.,yes,P3,Clear what changed and next step.
STR-419,Setup,finish success,src/personal_world/static/setup/wizard.js:252,Setup complete. Opening your world…,yes,P3,Clear completion.
STR-420,Vault API,locked,src/personal_world/api.py:2123,vault is locked,yes,P2,State is clear but should name the action: 'Unlock the Vault to view secret names.'
STR-421,Vault API,wrong passphrase/corrupt,src/personal_world/vault.py:123,wrong passphrase or corrupt vault,yes,P1,Two materially different causes are collapsed; tell the user no data was changed and how to distinguish/recover.
STR-422,Vault API,encryption unavailable,src/personal_world/vault.py:100,cryptography package not installed; vault cannot unlock without real encryption. Install with: pip install cryptography,yes,P1,"Serious and honest, but install command is operator detail and differs from the OIDC install command."
STR-423,Vault API,remote secret read refused,src/personal_world/api.py:2161,vault GET is loopback-only (client=<client address>),yes,P1,Leaks client/network detail into a response; default copy should not echo topology.
STR-424,Vault API,secret missing,src/personal_world/api.py:2168,<secret name> not found,yes,P1,"Echoes a secret identifier in a generic error; use only inside an authenticated, bounded Vault surface."
STR-425,Backup API,empty passphrase,src/personal_world/worlds_backup.py:412,empty passphrase refused,yes,P2,Blame-toned and implementation-shaped; use 'Enter a backup passphrase.'
STR-426,Backup API,wrong passphrase,src/personal_world/worlds_backup.py:500,<raw decryption/authentication error>,yes,P1,Raw exception is surfaced; map to 'The archive or passphrase could not be verified. Nothing was changed.'
STR-427,Backup API,one-time link invalid,src/personal_world/worlds_backup.py:726,"download token unknown, already used, or expired",yes,P2,Explain the one-time link is no longer available and offer 'Create a new backup'.
STR-428,Backup API,corrupt archive,src/personal_world/worlds_backup.py:373,manifest hash mismatch: archive content is corrupt,yes,P2,Human summary first; keep hash detail in technical disclosure.
STR-429,Station routing,Station unavailable,src/personal_world/station_ui.py:105,The Station is not installed here / This deployment does not include the Station interface files... The API is still available; nothing else is affected.,yes,P1,References the removed built SPA and source-tree design directory; stale implementation copy on a failure path.
STR-430,Station routing,Station page missing,src/personal_world/station_ui.py:120,That page is not part of the Station / Return to the systems map,yes,P3,Clear 404 and recovery.
STR-431,Providers,no targets configured,src/personal_world/providers/native_notifications.py:89,no notification targets configured,yes,P2,Map to 'Notifications are not set up' on user surfaces.
STR-432,Providers,no deployment targets,src/personal_world/providers/native_deployment.py:112,no deployment targets configured,yes,P2,Map to 'Deployments are not set up' on user surfaces.
STR-433,Providers,no calendar sources,src/personal_world/providers/native_calendar.py:108,no calendar sources configured,yes,P2,Map to 'Calendar is not set up' on user surfaces.
STR-434,Providers,no update sources,src/personal_world/providers/native_updates.py:90,no update sources configured,yes,P2,Map to 'Update checks are not set up' on user surfaces.
STR-435,Connections,test accepted but not run,src/personal_world/api.py:1407,Webhook URL accepted (not tested with a real request),yes,P3,Good distinction between validation and verification.
STR-436,Connections,service accepted but not checked,src/personal_world/api.py:1497,Service '<name>' accepted — no live check performed,yes,P3,Good technical honesty; use 'Saved' only if it was actually persisted.
STR-437,Connections,provider exception,src/personal_world/api.py:1505,<raw exception text>,yes,P1,Raw provider/network errors can leak internals and often lack recovery.
